[]
http://ucuenca.edu.ec/wkhuska/publication/cubic-phase-based-concentrated-emulsions,Journal of Colloid and Interface Science,,
http://ucuenca.edu.ec/wkhuska/publication/reciprocal-gravity-in-curved-phase-spaces-and-the-cosmological-constant,,00159018,
http://ucuenca.edu.ec/wkhuska/publication/higher-education-policies-and-employment-in-mexico,Modern Economy,,
http://ucuenca.edu.ec/wkhuska/publication/wool-carder-bees-of-the-genus-anthidium-in-the-western-hemisphere-hymenoptera-megachilidae-diversity-host-plant-associations-phylogeny-and-biogeography,Zoological Journal of the Linnean Society,,
http://ucuenca.edu.ec/wkhuska/publication/anthropometric-model-for-the-prediction-of-appendicular-skeletal-muscle-mass-in-chilean-older-adults,,16995198,Latindex,[{"catalogada":"si";"tit_clave":["nutrici�n hospitalaria (internet)"];"issn":["1699-5198"];"nombre_largo":["espa�a"];"nfound":"1";"url":"si";"nfoundfoliou":1;"nombre_edi":["grupo aula m�dica; s.l."];"folio_u":11081;"tit_lim":"nutricion hospitalaria internet";"situacion":"vigente";"ano_ini":["2001"];"folio":7962;"subtema":"endocrinolog�a y nutriolog�a; medicina"};]
http://ucuenca.edu.ec/wkhuska/publication/climate-trends-and-variability-in-ecuador,,10970088,
http://ucuenca.edu.ec/wkhuska/publication/quality-model-based-approach-for-describing-and-evaluating-software-packages,Requirements Engineering,,
http://ucuenca.edu.ec/wkhuska/publication/container-stacking-revenue-management-system-fuzzy-based-strategy-for-valparaiso-port,Dyna,,Latindex,[{"catalogada":"si";"tit_clave":["dyna (bilbao)"];"issn":["0012-7361"];"nombre_largo":["espa�a"];"nfound":"6";"url":"";"nfoundfoliou":6;"nombre_edi":["federaci�n de asociaciones de ingenieros industriales de espa�a"];"folio_u":6094;"situacion":"vigente";"ano_ini":["1926"];"folio":6846;"subtema":"industria; ingenier�a de instrumentos; ingenier�a de materiales; ingenier�a de transportes; ingenier�a el�ctrica; ingenier�a hidr�ulica; ingenier�a industrial; ingenier�a mec�nica; ingenier�a nuclear; ingenier�a petrolera; ingenier�a qu�mica; metalurgia; econom�a de la empresa"};; {"catalogada":"si";"tit_clave":["dyna (bilbao. internet)"];"issn":["1989-1490"];"nombre_largo":["espa�a"];"nfound":"6";"url":"si";"nfoundfoliou":6;"nombre_edi":["federaci�n de asociaciones de ingenieros industriales de espa�a"];"folio_u":6095;"situacion":"vigente";"ano_ini":["199?"];"folio":19595;"subtema":"econom�a de la empresa; metalurgia; ingenier�a qu�mica; ingenier�a petrolera; ingenier�a nuclear; ingenier�a mec�nica; ingenier�a industrial; ingenier�a hidr�ulica; ingenier�a el�ctrica; ingenier�a de transportes; ingenier�a de materiales; ingenier�a de instrumentos; industria"};; {"catalogada":"si";"tit_clave":["dyna management"];"issn":["2340-6585"];"nombre_largo":["espa�a"];"nfound":"6";"url":"si";"nfoundfoliou":6;"nombre_edi":["publicaciones dyna sl"];"folio_u":22339;"situacion":"vigente";"ano_ini":["2013"];"folio":25153;"subtema":["econom�a de la empresa"]};; {"catalogada":"";"tit_clave":["dyna (medell�n)"];"issn":["0012-7353"];"nombre_largo":["colombia"];"nfound":"6";"url":"";"nfoundfoliou":6;"nombre_edi":["universidad nacional de colombia; facultad de minas; centro de publicaciones"];"folio_u":6096;"situacion":"vigente";"ano_ini":["1933"];"folio":11326;"subtema":["ingenier�a minera"]};; {"catalogada":"si";"tit_clave":["dyna. new technologies"];"issn":["2386-8406"];"nombre_largo":["espa�a"];"nfound":"6";"url":"si";"nfoundfoliou":6;"nombre_edi":["publicaciones dyna sl"];"folio_u":22355;"situacion":"vigente";"ano_ini":["2014"];"folio":25295;"subtema":"telecomunicaciones; ingenier�a el�ctrica"};; {"catalogada":"si";"tit_clave":["dyna. energ�a y sostenibilidad"];"issn":["2254-2833"];"nombre_largo":["espa�a"];"nfound":"6";"url":"si";"nfoundfoliou":6;"nombre_edi":["publicaciones dyna sl"];"folio_u":22356;"situacion":"vigente";"ano_ini":["2012"];"folio":25296;"subtema":"energ�a; ingenier�a el�ctrica"};]
http://ucuenca.edu.ec/wkhuska/publication/review-on-the-interactions-between-gut-microbiota-and-innate-immunity-of-fish,Fems Immunology and Medical Microbiology,,
http://ucuenca.edu.ec/wkhuska/publication/alien-macroinvertebrates-in-flanders,,17986540,
http://ucuenca.edu.ec/wkhuska/publication/analysis-of-groundwater-mining-in-two-carbonate-aquifers-in-sierra-de-estepa-se-spain-based-on-hydrodynamic-and-hydrochemical-data,Hydrogeology Journal,,
http://ucuenca.edu.ec/wkhuska/publication/phylogenetic-systematics-of-the-genus-gonatodes-squamata-sphaerodactylidae-in-the-guayana-region-with-description-of-new-species-from-venezuela,Systematics and Biodiversity,,
http://ucuenca.edu.ec/wkhuska/publication/effect-of-phototherapy-on-the-plasma-bilirubin-concentration-of-newborn-foals,Veterinary Record,,
http://ucuenca.edu.ec/wkhuska/publication/new-lanostane-type-triterpenoid-from-chamaesyce-prostrata,Planta Medica,,
http://ucuenca.edu.ec/wkhuska/publication/multinational-study-of-sleep-disorders-during-female,,18734111,
http://ucuenca.edu.ec/wkhuska/publication/sensory-characteristics-and-nutritional-value-of-red-drum-sciaenops-ocellatus-reared-in-freshwater-and-seawater-conditions,Aquaculture Research,,
http://ucuenca.edu.ec/wkhuska/publication/um-premio-nobel-da-literatura-snclair-lewis,Millennium: Journal of International Studies,,
http://ucuenca.edu.ec/wkhuska/publication/in-vitro-deposition-of-ca-nanoparticles-on-air-jet-spinning-nylon-nanofibers-scaffold-for-bone-tissue-engineering,Applied Surface Science,,
http://ucuenca.edu.ec/wkhuska/publication/tertiary-membrane-filtration-of-an-industrial-wastewater-using-granular-or-flocculent-biomass-sequen,Fuel and Energy Abstracts,,
http://ucuenca.edu.ec/wkhuska/publication/expression-of-an-mg2-dependent-hiv-rnase-construct-for-drug-screening,Antimicrobial Agents and Chemotherapy,,
http://ucuenca.edu.ec/wkhuska/publication/la-investigacion-sobre-apoyo-social-en-salud-situacion-actual-nuevos-desafios,Revista De Saude Publica,,Latindex,[{"catalogada":"si";"tit_clave":["revista de sa�de p�blica (impresso)"];"issn":["0034-8910"];"nombre_largo":["brasil"];"nfound":"2";"url":"";"nfoundfoliou":1;"nombre_edi":["universidade de s�o paulo; faculdade de sa�de p�blica"];"folio_u":15103;"situacion":"vigente";"ano_ini":["1967"];"folio":1327;"subtema":"medicina; salud p�blica"};; {"catalogada":"si";"tit_clave":["revista de sa�de p�blica (online)"];"issn":["1518-8787"];"nombre_largo":["brasil"];"nfound":"2";"url":"si";"nfoundfoliou":1;"nombre_edi":["universidade de s�o paulo; faculdade de sa�de p�blica"];"folio_u":15103;"situacion":"vigente";"ano_ini":["????"];"folio":16595;"subtema":"medicina; salud p�blica"};]
http://ucuenca.edu.ec/wkhuska/publication/calculation-of-the-ortho-para-conversion-of-hydrogen-in-type-silicon-lattice-using-dwell-time-approach,Journal of Physics: Conference Series,,
http://ucuenca.edu.ec/wkhuska/publication/additive-modelling-reveals-spatiotemporal-pcbs-trends-in-marine-sediments,,18793363,
http://ucuenca.edu.ec/wkhuska/publication/expertise-estimation-based-on-simple-multimodal-features,International Conference on Multimodal Interfaces ICMI,,
http://ucuenca.edu.ec/wkhuska/publication/mutation-operators-for-uml-class-diagrams,Conference on Advanced Information Systems Engineering CAiSE,,
http://ucuenca.edu.ec/wkhuska/publication/meningeal-neurosarcoidosis-mimicking-convexity-en-plaque-meningioma,Surgical Neurology,,
http://ucuenca.edu.ec/wkhuska/publication/near-infrared-spectroscopy-to-estimate-the-maximum-temperatures-reached-on-burned-soils,Soil Science Society of America Journal,,
http://ucuenca.edu.ec/wkhuska/publication/influence-of-learning-styles-on-social-structures-in-online-learning-environments,British Journal of Educational Technology,,
http://ucuenca.edu.ec/wkhuska/publication/abstract-a29-community-based-approach-to-developing-cervical-cancer-patient-navigator-program-pilot,Cancer Epidemiology- Biomarkers & Prevention,,
http://ucuenca.edu.ec/wkhuska/publication/one-third-of-reef-building-corals-face-elevated-extinction-risk-from-climate-change-and-local,,00368075,
http://ucuenca.edu.ec/wkhuska/publication/pilot-study-on-the-distribution-of-human-papillomavirus-genotypes-and-hpv-16-variants-in-cervical-neoplastic-lesions-from-ecuadorian,,10969071,
http://ucuenca.edu.ec/wkhuska/publication/cheminform-abstract-phytotoxic-compounds-from-esenbeckia-yaxhoob,Cheminform,,
http://ucuenca.edu.ec/wkhuska/publication/solvent-extraction-of-titanium-and-manganese-with-hydroxyphenyl-mercaptopropenoic-acid,Journal of Inorganic and Nuclear Chemistry,,
http://ucuenca.edu.ec/wkhuska/publication/basal-crop-coefficients-for-early-season-peach-trees,Agricultural Water Management,,
http://ucuenca.edu.ec/wkhuska/publication/evaluation-of-cacao-clones-against-seven-colombian-isolates-of-moniliophthora-roreri-from-four-pathogen-genetic,,13653059,
http://ucuenca.edu.ec/wkhuska/publication/ribonuclease-activities-associated-with-purified-foot-and-mouth-disease-virus,Archives of Virology,,
http://ucuenca.edu.ec/wkhuska/publication/chemical-applications-of-anthocyanins-and-related-source-of-bioinspiration,,00218561,
http://ucuenca.edu.ec/wkhuska/publication/deep-clonal-profiling-of-formalin-fixed-paraffin-embedded-clinical-samples,PLOS ONE,,
http://ucuenca.edu.ec/wkhuska/publication/editorial-the-future-of-latin-american-science,Cellular and Molecular Neurobiology,,
http://ucuenca.edu.ec/wkhuska/publication/lithospheric-origin-of-oligocene-miocene-magmatism-in-central-chile-pb-ages-and-sr-pb-hf-isotope-composition-of-minerals,Journal of Petrology,,
http://ucuenca.edu.ec/wkhuska/publication/estimation-of-electrolytic-hydrogen-production-potential-in-venezuela-from-renewable,,03603199,
http://ucuenca.edu.ec/wkhuska/publication/protocolo-del-estudio-sobre-el-efecto-de-la-crisis-economica-en-la-mortalidad-la-salud-reproductiva-las-desigualdades-en-salud-en-espana,Gaceta Sanitaria,,Latindex,[{"catalogada":"si";"tit_clave":["gaceta sanitaria (barcelona. internet) "];"issn":["1578-1283"];"nombre_largo":["espa�a"];"nfound":"1";"url":"si";"nfoundfoliou":1;"nombre_edi":["elsevier doyma"];"folio_u":7824;"situacion":"vigente";"ano_ini":["200?"];"folio":7865;"subtema":"medicina; salud p�blica"};]
http://ucuenca.edu.ec/wkhuska/publication/additive-modelling-reveals-spatiotemporal-pcbs-trends-in-marine,,0025326X,
http://ucuenca.edu.ec/wkhuska/publication/endothelin-receptor-type-counteracts-tenascin-induced-endothelin-receptor-type-dependent-focal-adhesion-and-actin-stress-fiber-disorganization,Cancer Research,,Latindex,[{"catalogada":"si";"tit_clave":["applied cancer research"];"issn":["1980-5578"];"nombre_largo":["brasil"];"nfound":"1";"url":"si";"nfoundfoliou":1;"nombre_edi":["hospital a.c. camargo; centro internacional de pesquisa e ensino"];"folio_u":1373;"situacion":"vigente";"ano_ini":["2005"];"folio":17898;"subtema":"medicina; oncolog�a"};]
http://ucuenca.edu.ec/wkhuska/publication/abstract-3167-deciphering-the-genomic-heterogeneity-in-malignant-melanoma-by-genomic-profiling-of-clonal-tumor-populations,Cancer Research,,Latindex,[{"catalogada":"si";"tit_clave":["applied cancer research"];"issn":["1980-5578"];"nombre_largo":["brasil"];"nfound":"1";"url":"si";"nfoundfoliou":1;"nombre_edi":["hospital a.c. camargo; centro internacional de pesquisa e ensino"];"folio_u":1373;"situacion":"vigente";"ano_ini":["2005"];"folio":17898;"subtema":"medicina; oncolog�a"};]
http://ucuenca.edu.ec/wkhuska/publication/randomized-trial-comparing-the-efficacy-and-safety-of-intravitreal-triamcinolone-with-observation-to-treat-vision-loss-associated-with-macular-edema-secondary-to-central-retinal-vein-occlusion-the-standard-care-vs-corticosteroid-for-retinal-vein-occlusion-score-study-report,Archives of Ophthalmology,,
http://ucuenca.edu.ec/wkhuska/publication/comprehensive-analysis-via-exome-sequencing-uncovers-genetic-etiology-in-autosomal-recessive-nonsyndromic-deafness-in-large-multiethnic,,10983600,
http://ucuenca.edu.ec/wkhuska/publication/evolution-of-the-intake-and-nutritional-status-of-iron-and-copper-in-women-undergoing-bariatric-surgery-until-the-second-year-after,,02121611,
http://ucuenca.edu.ec/wkhuska/publication/mycoplasmas-hyorhinis-in-different-regions-of-cuba-diagnosis,Brazilian Journal of Microbiology,,Latindex,[{"catalogada":"si";"tit_clave":["brazilian journal of microbiology (impresso)"];"issn":["1517-8382"];"nombre_largo":["brasil"];"nfound":"2";"url":"";"nfoundfoliou":1;"nombre_edi":["sociedade brasileira de microbiologia"];"folio_u":3194;"situacion":"vigente";"ano_ini":["2000"];"folio":9658;"subtema":["microbiolog�a"]};; {"catalogada":"si";"tit_clave":["brazilian journal of microbiology (online)"];"issn":["1678-4405"];"nombre_largo":["brasil"];"nfound":"2";"url":"si";"nfoundfoliou":1;"nombre_edi":["sociedade brasileira de microbiologia"];"folio_u":3194;"situacion":"vigente";"ano_ini":["2000"];"folio":16522;"subtema":["microbiolog�a"]};]
http://ucuenca.edu.ec/wkhuska/publication/effect-of-selected-phytotoxins-from-guanomyces-polythrix-on-the-calmodulin-dependent-activity-of-the-enzymes-camp-phosphodiesterase-and-nad-kinase,Journal of Agricultural and Food Chemistry,,
http://ucuenca.edu.ec/wkhuska/publication/prevalence-of-type-ii-diabetes-mellitus-and-insulin-resistance-in-parents-of-women-with-polycystic-ovary-syndrome,Diabetologia,,Latindex,[{"catalogada":"si";"tit_clave":["avances en diabetolog�a (internet)"];"issn":["1134-3230"];"nombre_largo":["espa�a"];"nfound":"1";"url":"";"nfoundfoliou":1;"nombre_edi":["elsevier doyma"];"folio_u":1949;"situacion":"vigente";"ano_ini":["2010"];"folio":10027;"subtema":"endocrinolog�a y nutriolog�a; medicina"};]
http://ucuenca.edu.ec/wkhuska/publication/the-us-national-cholesterol-education-programme-adult-treatment-panel-iii-atp-prevalence-of-the-metabolic-syndrome-in-postmenopausal-latin-american-women,,14730804,
http://ucuenca.edu.ec/wkhuska/publication/electrochemical-and-analytical-investigation-of-passive-films-formed-on-stainless-steels-in-alkaline-media,Cement & Concrete Composites,,
http://ucuenca.edu.ec/wkhuska/publication/controlled-continuous-bio-hydrogen-production-using-different-biogas-release-strategies,Applied Biochemistry and Biotechnology,,
http://ucuenca.edu.ec/wkhuska/publication/multidecadal-field-data-support-intimate-links-between-phytoplankton-dynamics-and-pcb-concentrations-in-marine-sediments-and-biota,,0013936X,
http://ucuenca.edu.ec/wkhuska/publication/foot-and-mouth-disease-virus-stability-of-its-ribonucleic-acid,Virology,,
http://ucuenca.edu.ec/wkhuska/publication/quantification-of-carbon-in-forest-plantation-of-pine-insigne-and-moor-stratum-of-low-sangay-national,,07180764,Latindex,[{"catalogada":"si";"tit_clave":["informaci�n tecnol�gica (en l�nea)"];"issn":["0718-0764"];"nombre_largo":["chile"];"nfound":"1";"url":"si";"nfoundfoliou":1;"nombre_edi":["centro de informaci�n tecnol�gica"];"folio_u":8720;"tit_lim":"informacion tecnologica en linea";"situacion":"vigente";"ano_ini":["2004"];"folio":13618;"subtema":["tecnolog�a"]};]
http://ucuenca.edu.ec/wkhuska/publication/randomized-controlled-trial-comparing-the-accuvein-av300-device-to-standard-insertion-technique-for-intravenous-cannulation-of-anesthetized-children,Pediatric Anesthesia,,
http://ucuenca.edu.ec/wkhuska/publication/instrument-for-combining-reflection-absorption-infrared-spectroscopy-with-other-surface-sensitive-techniques,Review of Scientific Instruments,,
http://ucuenca.edu.ec/wkhuska/publication/kinetics-of-quadruplex-to-duplex-conversion,Biochimie,,
http://ucuenca.edu.ec/wkhuska/publication/relationship-between-maternal-and-newborn-endothelial-function-and-oxidative-stress-maternal-and-newborn-endothelial-function-and-oxidative-stress,American Journal of Human Biology,,
http://ucuenca.edu.ec/wkhuska/publication/managing-non-technical-requirements-in-cots-components-selection,Requirements Engineering,,
http://ucuenca.edu.ec/wkhuska/publication/spatial-variability-in-crop-response-under-contour-hedgerow-systems-in-the-andes-region-of,,01671987,
http://ucuenca.edu.ec/wkhuska/publication/metamorfismo-de-facies-prehnita-pumpellyita-en-la-franja-oriental-de-la-formacion-abanico-cordillera-de-los-andes-de-chile-central-33-50-controles-qumicos-de-escala-sobre-las-asociaciones-minerales-el-progreso-de-la-reaccion-el-estado-de-equili,Andean Geology,,Latindex,[{"catalogada":"si";"tit_clave":["andean geology (online)"];"issn":["0718-7106"];"nombre_largo":["chile"];"nfound":"1";"url":"si";"nfoundfoliou":1;"nombre_edi":["servicio nacional de geolog�a y miner�a"];"folio_u":980;"situacion":"vigente";"ano_ini":["2009"];"folio":18159;"subtema":["geolog�a"]};]
http://ucuenca.edu.ec/wkhuska/publication/air-jet-spray-of-nylon-membrane-structures-for-bone-tissue-engineering,Materials Letters,,
http://ucuenca.edu.ec/wkhuska/publication/clifford-gravity-based-dark-matter-and-dark,,02198878,
http://ucuenca.edu.ec/wkhuska/publication/complete-sucrose-hydrolysis-by-heat-killed-recombinant-pichia-pastoris,Microbial Cell Factories,,
http://ucuenca.edu.ec/wkhuska/publication/gender-bias-in-the-convergence-dynamics-of-the-regional-homicide-rates-in-mexico,Applied Geography,,
http://ucuenca.edu.ec/wkhuska/publication/development-of-the-diurnal-rhythm-of-chick-hydroxy-methylglutaryl-coa-reductase,Lipids,,
http://ucuenca.edu.ec/wkhuska/publication/bronsted-acid-catalyzed-synthesis-of-diarylmethanes-under-non-genotoxic-conditions,Tetrahedron Letters,,
http://ucuenca.edu.ec/wkhuska/publication/fulminant-myocarditis-caused-by-legionella-pneumophila-case-report,Revista Portuguesa De Pneumologia,,Latindex,[{"catalogada":"";"tit_clave":["revista portuguesa de pneumologia"];"issn":["0873-2159"];"nombre_largo":["portugal"];"nfound":"1";"url":"si";"nfoundfoliou":1;"nombre_edi":["sociedade portuguesa de pneumologia"];"folio_u":16497;"situacion":"vigente";"ano_ini":["1995"];"folio":4913;"subtema":["neumolog�a"]};]
http://ucuenca.edu.ec/wkhuska/publication/vegfa-gene-locus-6p12-amplification-identifies-small-but-highly-aggressive-subgroup-of-colorectal-cancer-corrected-patients,Modern Pathology,,
http://ucuenca.edu.ec/wkhuska/publication/universal-definition-of-life-autonomy-and-open-ended-evolution,Origins of Life and Evolution of Biospheres,,
http://ucuenca.edu.ec/wkhuska/publication/155-impact-of-roux-en-gastric-bypass-rygb-on-major-comorbidities-diabetes-mellitus-dm-arterial-hypertension-ah-and-hyperlipidemia-hl,Surgery for Obesity and Related Diseases,,
http://ucuenca.edu.ec/wkhuska/publication/effect-of-boron-paste-thickness-on-the-growth-kinetics-of-fe,Applied Surface Science,,
http://ucuenca.edu.ec/wkhuska/publication/acute-respiratory-diseases-and-carboxyhemoglobin-status-in-school-children-of,,00916765,
http://ucuenca.edu.ec/wkhuska/publication/post-discharge-growth-assessment-in-preterm-implications-of-adopting-the-who,,03250075,Latindex,[{"catalogada":"si";"tit_clave":["archivos argentinos de pediatr�a"];"issn":["0325-0075"];"nombre_largo":["argentina"];"nfound":"1";"url":"";"nfoundfoliou":1;"nombre_edi":["sociedad argentina de pediatr�a"];"folio_u":1478;"tit_lim":"archivos argentinos de pediatria";"situacion":"vigente";"ano_ini":["1930"];"folio":11672;"subtema":"medicina; pediatr�a"};]
http://ucuenca.edu.ec/wkhuska/publication/the-association-of-host-age-and-gender-with-inflammation-around-neurocysticercosis,,00034983,
http://ucuenca.edu.ec/wkhuska/publication/spatiotemporal-climate-and-social-ecological-risk-factors-for-dengue-during-an-outbreak-in-in,,14712334,
http://ucuenca.edu.ec/wkhuska/publication/auditory-processing-and-sensory-behaviours-in-children-with-autism-spectrum-disorders-as-revealed-by-mismatch-negativity,Brain and Cognition,,
http://ucuenca.edu.ec/wkhuska/publication/assembly-of-palladium-ii-and-platinum-ii-metallo-rectangles-with-guanosine-substituted-terpyridine-and-study-of-their-interactions-with-quadruplex-dna,Chemistry: A European Journal,,
http://ucuenca.edu.ec/wkhuska/publication/effects-of-low-severity-prescribed-fire-on-water-soluble-elements-in-ash-from-cork-oak-quercus-suber-forest-located-in-the-northeast-of-the-iberian-peninsula,Environmental Research,,
